0.0,6.8895116,0.2320777,5.0,-0.11625365049424716
0.0299917,6.911286,0.2527025,5.0,-0.11421059850360823
0.0599835,6.9330511,0.273337,5.0,-0.11215773425841201
0.0899752,6.9548073,0.293981,5.0,-0.11009563012146739
0.1199669,6.9765546,0.3146342,5.0,-0.1080249195880604
0.1499586,6.9982933,0.3352965,5.0,-0.10594632020806893
0.1799504,7.0200236,0.3559677,5.0,-0.1038604990960197
0.2099421,7.0417458,0.3766475,5.0,-0.10176771670707205
0.2399338,7.0634599,0.3973356,5.0,-0.09966869740900516
0.2699255,7.0851663,0.4180319,5.0,-0.09756377790539954
0.2999173,7.1068651,0.4387361,5.0,-0.09545337596593735
0.329909,7.1285566,0.459448,5.0,-0.09333766880129989
0.3599007,7.1502409,0.4801675,5.0,-0.09121700655397325
0.3898925,7.1719183,0.5008941,5.0,-0.0890912714549242
0.4198842,7.193589,0.5216278,5.0,-0.0869608496151851
0.4498759,7.2152531,0.5423683,5.0,-0.08482603323767308
0.4798676,7.236911,0.5631154,5.0,-0.08268678023590594
0.5098594,7.2585627,0.5838688,5.0,-0.08054347375633951
0.5398511,7.2802086,0.6046284,5.0,-0.07839621151166916
0.5698428,7.3018488,0.6253939,5.0,-0.07624514017842954
0.5998345,7.3234836,0.646165,5.0,-0.07409049262581126
0.6298263,7.3451132,0.6669416,5.0,-0.07193240925403817
0.659818,7.3667377,0.6877234,5.0,-0.06977124217398331
0.6898097,7.3883575,0.7085101,5.0,-0.06760685652979535
0.7198015,7.4099726,0.7293017,5.0,-0.06543981353169001
0.7497932,7.4315834,0.7500978,5.0,-0.063270128829671
0.7797849,7.45319,0.7708982,5.0,-0.06109804466497951
0.8097766,7.4747928,0.7917027,5.0,-0.058923604027980594
0.8397684,7.4963917,0.812511,5.0,-0.05674718027115007
0.8697601,7.5179872,0.833323,5.0,-0.05456881878105224
0.8997518,7.5395795,0.8541384,5.0,-0.0523887792235224
0.9297435,7.5611686,0.8749569,5.0,-0.0502072171913435
0.9597353,7.5827549,0.8957784,5.0,-0.04802437446341776
0.989727,7.6043386,0.9166026,5.0,-0.0458403404390409
1.0197187,7.6259199,0.9374293,5.0,-0.043655450018590045
1.0497105,7.647499,0.9582583,5.0,-0.04146974360277306
1.0797022,7.6690762,0.9790893,5.0,-0.03928338647341611
1.1096939,7.6906516,0.9999221,5.0,-0.03709671527558846
1.1396856,7.7122255,1.0207565,5.0,-0.034909862985194766
1.1696774,7.7337981,1.0415922,5.0,-0.032722915822074955
1.1996691,7.7553696,1.062429,5.0,-0.030536125207429602
1.2296608,7.7769402,1.0832668,5.0,-0.028349780771147477
1.2596525,7.7985102,1.1041052,5.0,-0.02616393487351197
1.2896443,7.8200798,1.124944,5.0,-0.023978764660606538
1.319636,7.8416492,1.145783,5.0,-0.0217944597766169
1.3496277,7.8632186,1.166622,5.0,-0.019611285666376512
1.3796195,7.8847883,1.1874607,5.0,-0.01742932513292311
1.4096112,7.9063584,1.208299,5.0,-0.01524892897561426
1.4396029,7.9279293,1.2291365,5.0,-0.013069971180655037
1.4695946,7.949501,1.2499731,5.0,-0.010893013367117845
1.4995864,7.9710739,1.2708085,5.0,-0.008717952111954417
1.5295781,7.9926482,1.2916425,5.0,-0.006545042585926338
1.5595698,8.014224,1.3124748,5.0,-0.0043744849108294384
1.5895615,8.0358017,1.3333053,5.0,-0.002206491250281758
1.6195533,8.0573813,1.3541337,5.0,-4.1291209224089485e-05
1.649545,8.0789633,1.3749598,5.0,0.0021210634270562643
1.6795367,8.1005477,1.3957833,5.0,0.004280352540831079
1.7095285,8.1221347,1.416604,5.0,0.006436295725049755
1.7395202,8.1437248,1.4374216,5.0,0.008588991439879857
1.7695119,8.1653179,1.4582361,5.0,0.01073783798175138
1.7995036,8.1869144,1.479047,5.0,0.012882960073474042
1.8294954,8.2085145,1.4998542,5.0,0.015024130300649153
1.8594871,8.2301184,1.5206575,5.0,0.017161155982243336
1.8894788,8.2517263,1.5414565,5.0,0.0192938651843818
1.9194705,8.2733385,1.5622512,5.0,0.021421946643018115
1.9494623,8.2949551,1.5830412,5.0,0.023545350944327952
1.979454,8.3165765,1.6038264,5.0,0.025663888863032773
2.0094457,8.3382027,1.6246064,5.0,0.027777344919050834
2.0394375,8.3598341,1.645381,5.0,0.02988562878048491
2.0694292,8.3814709,1.6661501,5.0,0.031988442809268935
2.0994209,8.4031132,1.6869134,5.0,0.03408566606146209
2.1294126,8.4247613,1.7076707,5.0,0.036177061661636714
2.1594044,8.4464154,1.7284216,5.0,0.03826253611717688
2.1893961,8.4680758,1.7491661,5.0,0.04034188960406135
2.2193878,8.4897427,1.7699037,5.0,0.0424150385924131
2.2493795,8.5114162,1.7906345,5.0,0.04448154869749581
2.2793713,8.5330966,1.811358,5.0,0.046541385050401486
2.309363,8.5547841,1.832074,5.0,0.048594458917036086
2.3393547,8.576479,1.8527824,5.0,0.05064046763400132
2.3693465,8.5981814,1.8734828,5.0,0.05267931433956878
2.3993382,8.6198916,1.8941751,5.0,0.054710765556579735
2.4293299,8.6416098,1.914859,5.0,0.05673463030499169
2.4593216,8.6633363,1.9355343,5.0,0.058750819128903495
2.4893134,8.6850711,1.9562007,5.0,0.06075906650840869
2.5193051,8.7068146,1.976858,5.0,0.06275925840050396
2.5492968,8.7285669,1.997506,5.0,0.064751085864564
2.5792885,8.7503283,2.0181444,5.0,0.06673452602812721
2.6092803,8.7720991,2.038773,5.0,0.06870936866401495
2.639272,8.7938793,2.0593915,5.0,0.07067536912692018
2.6692637,8.8156692,2.0799998,5.0,0.07263236733191467
2.6992555,8.8374691,2.1005976,5.0,0.07458024768586814
2.7292472,8.8592792,2.1211846,5.0,0.07651888613426343
2.7592389,8.8810996,2.1417606,5.0,0.0784479720548944
2.7892306,8.9029306,2.1623254,5.0,0.08036734286481884
2.8192224,8.9247724,2.1828787,5.0,0.08227680728613603
2.8492141,8.9466253,2.2034203,5.0,0.08417634028611004
2.8792058,8.9684893,2.2239499,5.0,0.08606562751331064
2.9091975,8.9903648,2.2444674,5.0,0.08794448760851194
2.9391893,9.0122519,2.2649724,5.0,0.08981281329262954
2.969181,9.0341509,2.2854649,5.0,0.09167030521906024
2.9991727,9.0560619,2.3059444,5.0,0.0935168587530761
3.0291645,9.0779853,2.3264107,5.0,0.09535244765474618
3.0591562,9.0999211,2.3468637,5.0,0.09717666875970447
3.0891479,9.1218696,2.367303,5.0,0.09898947109876162
3.1191396,9.143831,2.3877285,5.0,0.10079059080750759
3.1491314,9.1658056,2.4081399,5.0,0.10257997865672507
3.1791231,9.1877934,2.4285369,5.0,0.10435729647166252
3.2091148,9.2097948,2.4489194,5.0,0.10612242475190604
3.2391065,9.2318099,2.469287,5.0,0.10787528472732023
3.2690983,9.2538389,2.4896395,5.0,0.10961553944591979
3.29909,9.2758821,2.5099768,5.0,0.1113430978086186
3.3290817,9.2979397,2.5302984,5.0,0.11305794627716219
3.3590735,9.3200117,2.5506043,5.0,0.11475953787649183
3.3890652,9.3420986,2.5708941,5.0,0.1164480089606076
3.4190569,9.3642003,2.5911676,5.0,0.11812297487795877
3.4490486,9.3863173,2.6114246,5.0,0.11978445425906287
3.4790404,9.4084496,2.6316648,5.0,0.12143205648651254
3.5090321,9.4305974,2.651888,5.0,0.1230657163547667
3.5390238,9.452761,2.6720939,5.0,0.1246852436375228
3.5690155,9.4749405,2.6922823,5.0,0.12629046166561353
3.5990073,9.4971362,2.712453,5.0,0.12788120498050307
3.628999,9.5193483,2.7326056,5.0,0.12945735150837265
3.6589907,9.5415769,2.75274,5.0,0.13101859052185352
3.6889825,9.5638222,2.7728559,5.0,0.13256479141566488
3.7189742,9.5860845,2.792953,5.0,0.1340958223459188
3.7489659,9.6083639,2.8130312,5.0,0.1356114038665936
3.7789576,9.6306607,2.8330901,5.0,0.13711151243815062
3.8089494,9.6529749,2.8531295,5.0,0.13859576520901873
3.8389411,9.6753069,2.8731491,5.0,0.14006431002816697
3.8689328,9.6976568,2.8931488,5.0,0.1415166237418169
3.8989245,9.7200247,2.9131283,5.0,0.14295251846176138
3.9289163,9.742411,2.9330872,5.0,0.14437208818054742
3.958908,9.7648157,2.9530254,5.0,0.14577495197415144
3.9888997,9.7872391,2.9729426,5.0,0.14716104209496622
4.0188915,9.8096813,2.9928386,5.0,0.14853011879568778
4.0488832,9.8321426,3.0127131,5.0,0.14988194701056984
4.0788749,9.854623,3.0325658,5.0,0.1512164101905834
4.1088666,9.8771229,3.0523966,5.0,0.15253335326783962
4.1388584,9.8996424,3.0722051,5.0,0.1538325505988189
4.1688501,9.9221816,3.0919911,5.0,0.15511375002580807
4.1988418,9.9447408,3.1117543,5.0,0.15637699628743523
4.2288335,9.9673202,3.1314945,5.0,0.1576219642616115
4.2588253,9.9899198,3.1512115,5.0,0.15884832717584405
4.288817,10.01254,3.1709049,5.0,0.16005620829040013
4.3188087,10.0351808,3.1905746,5.0,0.16124511659682011
4.3488005,10.0578425,3.2102202,5.0,0.16241508776299657
4.3787922,10.0805252,3.2298415,5.0,0.16356589416638204
4.4087839,10.1032292,3.2494383,5.0,0.16469731878705687
4.4387756,10.1259545,3.2690103,5.0,0.16580912259752967
4.4687674,10.1487013,3.2885573,5.0,0.16690107917112465
4.4987591,10.1714699,3.3080789,5.0,0.16797329916117237
4.5287508,10.1942604,3.3275749,5.0,0.1690253687760873
4.5587425,10.217073,3.3470451,5.0,0.17005709832566626
4.5887343,10.2399078,3.3664893,5.0,0.1710683308301461
4.618726,10.262765,3.385907,5.0,0.17205892748147225
4.6487177,10.2856449,3.4052981,5.0,0.17302877234099934
4.6787095,10.3085474,3.4246624,5.0,0.17397743927907094
4.7087012,10.3314729,3.4439996,5.0,0.17490489545485183
4.7386929,10.3544215,3.4633093,5.0,0.17581111946570877
4.7686846,10.3773934,3.4825914,5.0,0.1766957031691768
4.7986764,10.4003886,3.5018456,5.0,0.1775585089329036
4.8286681,10.4234075,3.5210716,5.0,0.17840002236895736
4.8586598,10.44645,3.5402691,5.0,0.17922023588931738
4.8886515,10.4695165,3.5594379,5.0,0.18001942179459074
4.9186433,10.492607,3.5785777,5.0,0.1807978021060628
4.948635,10.5157217,3.5976883,5.0,0.18155575538860438
4.9786267,10.5388608,3.6167694,5.0,0.18229332094164588
5.0086185,10.5620245,3.6358206,5.0,0.18301116931667688
5.0386102,10.5852128,3.6548419,5.0,0.18370914938026944
5.0686019,10.6084259,3.6738328,5.0,0.1843877069224593
5.0985936,10.6316641,3.6927931,5.0,0.18504722385654285
5.1285854,10.6549273,3.7117226,5.0,0.1856876613491245
5.1585771,10.6782159,3.7306209,5.0,0.18630969989932142
5.1885688,10.7015299,3.7494879,5.0,0.18691330333130163
5.2185605,10.7248695,3.7683231,5.0,0.18749888329119876
5.2485523,10.7482348,3.7871265,5.0,0.18806659616767496
5.278544,10.771626,3.8058976,5.0,0.18861687004527553
5.3085357,10.7950433,3.8246363,5.0,0.18914985056641456
5.3385275,10.8184867,3.8433422,5.0,0.18966588300636072
5.3685192,10.8419564,3.862015,5.0,0.19016522673512448
5.3985109,10.8654526,3.8806546,5.0,0.1906480469401422
5.4285026,10.8889754,3.8992606,5.0,0.19111476969051736
5.4584944,10.912525,3.9178327,5.0,0.19156573659311885
5.4884861,10.9361014,3.9363707,5.0,0.19200094938186066
5.5184778,10.9597048,3.9548743,5.0,0.1924208145205657
5.5484695,10.9833354,3.9733432,5.0,0.19282564374069547
